No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time
1,,西澤岳,3,■,■,■,,,19,10,5,52.6,3.33,9,3,4,33.3,3,1.00,11,0,3,5,4.5,1,0.0,0.0,0.0,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
2,,白川佑樹,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
5,,中野将太,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,12,0,1,2,2.1,0,0.0,0.0,-,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
6,,浅草大燿,3,□,□,■,,,13,6,1,46.2,2.00,0,0,0,-,0,-,6,0,3,0,-12.5,7,2.0,2.0,42.9,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
7,,田中寛人,3,■,■,■,,,11,8,0,72.7,2.67,0,0,0,-,1,0.33,8,1,0,2,18.8,1,0.0,0.0,0.0,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
8,,加藤遼太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
9,L,玉嶋佑樹,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,2.0,0.0,66.7,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
11,,澁谷杜斗,3,■,■,□,,,3,0,0,0.0,-,0,0,0,-,0,-,10,1,0,2,15.0,12,4.0,2.0,41.7,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
12,L,猪岡恭平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,0.0,58.3,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
13,,仲村鴻輝,3,■,■,■,,,7,2,1,28.6,0.67,0,0,0,-,1,0.33,7,0,0,0,0.0,1,0.0,0.0,0.0,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
14,,林優作,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
19,,竹内敦彦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
21,,マシューパロット,3,■,■,■,,,25,10,3,40.0,3.33,6,2,2,33.3,1,0.33,11,0,4,2,-4.5,26,13.0,4.0,57.7,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
22,,奥田晃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,512,2020-11-07,2020,11,07,北海道,砂川市総合体育館,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,78
1,,西澤岳,3,■,■,■,,,13,3,3,23.1,1.00,8,1,2,12.5,0,-,9,0,2,1,-2.8,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
2,,白川佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
5,,中野将太,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,8,0,1,3,6.2,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
6,,浅草大燿,3,□,■,■,,,11,5,1,45.5,1.67,0,0,0,-,2,0.67,4,0,2,0,-12.5,22,9.0,5.0,52.3,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
7,,田中寛人,3,■,■,■,,,8,1,0,12.5,0.33,0,0,0,-,1,0.33,8,0,0,0,0.0,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
8,,加藤遼太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
9,,玉嶋佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
11,,澁谷杜斗,3,■,■,■,,,9,4,4,44.4,1.33,0,0,0,-,0,-,9,0,2,0,-5.6,15,3.0,5.0,36.7,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
12,L,猪岡恭平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,4.0,5.0,50.0,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
13,,仲村鴻輝,1,■,,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
14,,林優作,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
19,L,竹内敦彦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
21,,マシューパロット,3,■,■,■,,,24,7,0,29.2,2.33,4,1,0,25.0,3,1.00,8,0,2,2,0.0,9,2.0,2.0,33.3,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
22,,奥田晃,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,66
2,L,神園時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,8.0,68.4,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
3,,河西智洋,2,□,,□,,,6,3,0,50.0,1.50,0,0,0,-,0,-,3,0,1,1,0.0,3,2.0,1.0,83.3,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
4,,奥田基嗣,3,■,■,■,,,9,7,1,77.8,2.33,0,0,0,-,3,1.00,4,0,1,1,0.0,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
5,,吉田康祐,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
6,,阿部誠樹,3,■,■,■,,,13,5,1,38.5,1.67,1,0,0,0.0,1,0.33,13,1,3,6,13.5,12,5.0,5.0,62.5,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
7,,笠原佑斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
8,,清水久雄,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
9,,小林洸,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
16,L,桝谷周呈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
17,,森元貴哉,3,■,■,■,,,17,8,1,47.1,2.67,4,1,1,25.0,0,-,16,2,2,9,23.4,6,3.0,1.0,58.3,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
20,,佐藤陸善,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,1,0.33,12,0,2,2,0.0,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
21,,柿崎充,3,■,■,■,,,16,8,4,50.0,2.67,6,2,3,33.3,3,1.00,6,1,2,1,12.5,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
22,,柏田樹,3,■,■,■,,,11,9,0,81.8,3.00,0,0,0,-,3,1.00,14,1,2,3,8.9,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
26,,長屋梓,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,513,2020-11-08,2020,11,08,北海道,砂川市総合体育館,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,,3,0,3,Win,66
0,,越川優,3,■,■,■,,,16,9,1,56.2,3.00,2,2,0,100.0,2,0.67,11,1,3,4,11.4,21,13.0,2.0,66.7,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
2,,山口功太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
3,,田城貴之,3,■,■,■,,,7,6,0,85.7,2.00,0,0,0,-,4,1.33,14,3,2,4,25.0,1,0.0,1.0,50.0,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
5,,家近滉一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
6,,本澤凌斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
9,,加藤伊織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
10,L,白石啓丈,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,5.0,4.0,53.8,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
11,L,藤村昇太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
13,,佐々木博秋,3,■,■,■,,,15,8,1,53.3,2.67,1,1,0,100.0,0,-,11,0,2,0,-4.5,10,4.0,3.0,55.0,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
14,,張育陞,3,■,■,■,,,22,12,1,54.5,4.00,7,5,0,71.4,1,0.33,10,1,3,2,7.5,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
17,,辰巳遼,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,19,0,3,2,-1.3,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
18,,後藤万澄,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
20,,戸田拓也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
23,,田城広光,3,■,■,■,,,8,3,0,37.5,1.00,0,0,0,-,5,1.67,10,0,4,3,-2.5,1,1.0,0.0,100.0,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,黒澤一成,3,0,3,Win,72
1,,上場雄也,3,■,■,■,,,38,21,2,55.3,7.00,20,10,2,50.0,1,0.33,11,2,4,3,15.9,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
2,,浜崎勇矢,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,11,0,0,3,6.8,1,0.0,0.0,0.0,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
4,,阿部航平,3,■,■,■,,,9,3,0,33.3,1.00,0,0,0,-,0,-,10,1,1,1,10.0,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
5,,廣瀬優希,2,,□,■,,,4,0,3,0.0,-,0,0,0,-,0,-,5,0,2,1,-5.0,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
6,,瀧澤陽紀,3,■,■,■,,,13,3,1,23.1,1.00,3,0,1,0.0,1,0.33,9,0,2,1,-2.8,14,8.0,4.0,71.4,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
8,,曹海倫,3,■,■,□,,,5,0,0,0.0,-,0,0,0,-,0,-,5,1,1,2,25.0,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
10,,鎌田敏弥,2,,□,■,,,6,2,2,33.3,1.00,0,0,0,-,0,-,5,0,1,1,0.0,6,2.0,3.0,58.3,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
12,,土井友登,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
13,L,新垣東麻,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
14,,勝本真太郎,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
16,,松田康河,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
22,L,関谷拓巳,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,31,17.0,4.0,61.3,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
23,,曽田一也,3,■,■,□,,,3,0,1,0.0,-,0,0,0,-,0,-,4,0,2,0,-12.5,6,4.0,0.0,66.7,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
26,,鈴木匡教,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,514,2020-11-08,2020,11,08,北海道,砂川市総合体育館,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,72
1,,西澤岳,3,■,■,■,,,10,5,2,50.0,1.67,3,2,1,66.7,1,0.33,10,1,2,2,10.0,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
2,,白川佑樹,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
3,,逢沢亘,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
5,,中野将太,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,16,0,2,3,1.6,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
6,,浅草大燿,3,■,■,■,,,11,3,3,27.3,1.00,2,0,1,0.0,1,0.33,8,0,2,1,-3.1,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
7,,田中寛人,3,■,■,■,,,7,3,0,42.9,1.00,0,0,0,-,2,0.67,11,0,0,3,6.8,1,0.0,1.0,50.0,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
8,,加藤遼太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
9,,玉嶋佑樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
10,,秦惇平,3,■,■,□,,,9,2,2,22.2,0.67,1,0,1,0.0,0,-,7,0,2,3,3.6,11,3.0,3.0,40.9,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
11,,澁谷杜斗,2,□,,■,,,9,3,1,33.3,1.50,0,0,0,-,0,-,2,0,0,0,0.0,6,0.0,1.0,8.3,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
12,L,猪岡恭平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
16,L,井上周二,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,8.0,4.0,55.6,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
21,,マシューパロット,3,■,■,■,,,29,12,1,41.4,4.00,5,2,0,40.0,1,0.33,7,0,2,2,0.0,21,8.0,8.0,57.1,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
22,,奥田晃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,兵庫デルフィーノ,長野GaRons,岩本正吾,奥田晃,0,3,3,Lose,73
1,,酒井駿,3,■,■,■,,,25,12,4,48.0,4.00,3,0,3,0.0,0,-,14,3,5,4,19.6,21,13.0,5.0,73.8,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
2,,鰐川怜児,3,■,■,■,,,7,5,1,71.4,1.67,0,0,0,-,4,1.33,7,0,4,2,-7.1,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
3,L,三角尚久,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
4,,渡部勇人,3,■,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
5,,浅田潮,3,■,■,■,,,20,5,4,25.0,1.67,0,0,0,-,3,1.00,22,1,2,4,6.8,14,3.0,4.0,35.7,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
6,,松下祐太,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,0.0,33.3,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
7,,石坂ハスナヌ,3,■,■,■,,,7,2,0,28.6,0.67,0,0,0,-,0,-,12,1,1,2,10.4,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
9,,高瀬太一,3,■,■,■,,,22,11,2,50.0,3.67,7,4,0,57.1,0,-,7,0,1,3,7.1,0,0.0,0.0,-,515,2020-11-14,2020,11,14,神奈川県,川崎市スポーツ・文化総合センター,長野GaRons,兵庫デルフィーノ,篠崎寛,夏目善成,3,0,3,Win,73
